sub,trial,certain_reward,risky_gain,risky_loss,choice,choice_rt,outcome,happiness_raw,happiness_z,spinner_rt,spinner_rad,spinner_deg,happiness_fill_raw,happiness_fill_z,total_score
28,5,0,55,-19,1,3.219,55,NA,NA,4.381,3.977,227.865315123528,39,-1.1975325765951739,-32
28,6,-35,0,-74,1,4.2,-74,39,-1.1975325765951739,4.381,2.092,119.862770741368,39,-1.1975325765951739,-106
28,7,-35,0,-66,1,3.165,-66,NA,NA,4.384,2.343,134.244011399152,39,-1.1975325765951739,-172
28,8,35,79,0,0,4.385,35,NA,NA,NA,NA,NA,39,-1.1975325765951739,-137
28,9,0,55,-110,0,4.401,0,50,0.38321042451045517,NA,NA,NA,50,0.38321042451045517,-137
28,10,35,84,0,0,2.619,35,NA,NA,NA,NA,NA,50,0.38321042451045517,-102
28,11,-45,0,-108,0,4.464,-45,50,0.38321042451045517,NA,NA,NA,50,0.38321042451045517,-147
28,12,55,220,0,0,6.583,55,NA,NA,NA,NA,NA,50,0.38321042451045517,-92
28,13,-55,0,-220,0,6.501,-55,NA,NA,NA,NA,NA,50,0.38321042451045517,-147
28,14,-45,0,-93,0,8.584,-45,37,-1.4849403949780156,NA,NA,NA,37,-1.4849403949780156,-192
28,15,0,55,-110,1,4.021,55,NA,NA,4.38,4.102,235.027287562664,37,-1.4849403949780156,-137
28,16,0,55,-19,1,2.967,-19,NA,NA,4.383,0.584,33.4607352356401,37,-1.4849403949780156,-156
28,17,-55,0,-113,1,6.117,0,49,0.23950651531903436,4.382,5.108,292.666841752824,49,0.23950651531903436,-156
28,18,0,55,-61,0,4.42,0,NA,NA,NA,NA,NA,49,0.23950651531903436,-156
28,19,0,55,-110,0,4.452,0,NA,NA,NA,NA,NA,49,0.23950651531903436,-156
28,20,30,64,0,0,2.5,30,50,0.38321042451045517,NA,NA,NA,50,0.38321042451045517,-126
28,21,30,68,0,0,4.583,30,NA,NA,NA,NA,NA,50,0.38321042451045517,-96
28,22,45,74,0,0,2.651,45,59,1.6765456072332425,NA,NA,NA,59,1.6765456072332425,-51
28,23,55,100,0,0,2.515,55,NA,NA,NA,NA,NA,59,1.6765456072332425,4
28,24,35,70,0,0,2.599,35,NA,NA,NA,NA,NA,59,1.6765456072332425,39
28,25,45,85,0,0,2.7,45,50,0.38321042451045517,NA,NA,NA,50,0.38321042451045517,84
28,26,-35,0,-64,1,7.852,0,NA,NA,4.382,3.223,184.664297370664,50,0.38321042451045517,84
28,27,-30,0,-120,0,4.634,-30,NA,NA,NA,NA,NA,50,0.38321042451045517,54
28,28,-55,0,-90,1,5.635,0,50,0.38321042451045517,4.381,4.354,249.46582399996,50,0.38321042451045517,54
28,29,0,40,-26,1,3.772,-26,NA,NA,4.378,2.595,148.682547836449,50,0.38321042451045517,28
28,30,45,82,0,0,2.618,45,55,1.1017299704675592,NA,NA,NA,55,1.1017299704675592,73
29,1,0,40,-20,0,26.417,0,50,0.014701836320577052,NA,NA,NA,50,0.014701836320577052,0
29,2,30,55,0,1,13.151,0,NA,NA,4.382,0.71,40.6800034542884,50,0.014701836320577052,0
29,3,0,40,-8,1,12.633,-8,42,-0.6909863070671315,4.384,0.044,2.52101429857562,42,-0.6909863070671315,-8
29,4,-45,0,-98,1,14.917,0,NA,NA,4.383,3.437,196.925594186464,42,-0.6909863070671315,-8
29,5,55,132,0,0,4.084,55,NA,NA,NA,NA,NA,42,-0.6909863070671315,47
29,6,-30,0,-49,1,7.8,0,57,0.632178961784822,4.384,4.191,240.126611939328,57,0.632178961784822,47
29,7,0,75,-75,1,8.983,75,NA,NA,4.383,5.574,319.366675005921,57,0.632178961784822,122
29,8,-35,0,-72,0,3.25,-35,NA,NA,NA,NA,NA,57,0.632178961784822,87
29,9,-35,0,-95,1,7.266,-95,41,-0.7791973249905951,4.383,2.683,153.7245764336,41,-0.7791973249905951,-8
29,10,30,72,0,1,10.635,72,NA,NA,4.382,3.312,189.763621747329,41,-0.7791973249905951,64
29,11,-35,0,-57,1,8.301,-57,42,-0.6909863070671315,4.383,0.296,16.9595507358724,42,-0.6909863070671315,7
29,12,35,57,0,0,2.883,35,NA,NA,NA,NA,NA,42,-0.6909863070671315,42
29,13,-55,0,-97,1,7.817,0,NA,NA,4.383,3.186,182.54435352868,42,-0.6909863070671315,42
29,14,-35,0,-70,1,3.384,-70,37,-1.1320413966844494,4.382,3.06,175.325085310032,37,-1.1320413966844494,-28
29,15,0,75,-75,1,5.549,75,NA,NA,4.383,5.825,333.747915663705,37,-1.1320413966844494,47
29,16,55,132,0,1,5.067,132,NA,NA,4.383,5.699,326.528647445056,37,-1.1320413966844494,179
29,17,45,82,0,0,2.049,45,67,1.5142891410194577,NA,NA,NA,67,1.5142891410194577,224
29,18,35,60,0,0,1.717,35,NA,NA,NA,NA,NA,67,1.5142891410194577,259
29,19,0,55,-110,0,1.816,0,NA,NA,NA,NA,NA,67,1.5142891410194577,259
29,20,-30,0,-81,0,5.019,-30,63,1.1614450693256035,NA,NA,NA,63,1.1614450693256035,229
29,21,0,40,-20,1,5.415,-20,NA,NA,4.384,1.301,74.5418091465201,63,1.1614450693256035,209
29,22,-45,0,-74,1,2.284,-74,37,-1.1320413966844494,4.383,3.06,175.325085310032,37,-1.1320413966844494,135
29,23,45,102,0,1,3.433,102,NA,NA,4.383,5.071,290.54689791084,37,-1.1320413966844494,237
29,24,-30,0,-62,0,3.616,-30,NA,NA,NA,NA,NA,37,-1.1320413966844494,207
29,25,45,74,0,0,1.55,45,68,1.6025001589429213,NA,NA,NA,68,1.6025001589429213,252
29,26,0,75,-150,0,1.768,0,NA,NA,NA,NA,NA,68,1.6025001589429213,252
29,27,30,60,0,0,1.201,30,NA,NA,NA,NA,NA,68,1.6025001589429213,282
29,28,-45,0,-180,0,3.534,-45,50,0.014701836320577052,NA,NA,NA,50,0.014701836320577052,237
29,29,0,55,-42,1,5.084,-42,NA,NA,4.383,2.306,132.124067557168,50,0.014701836320577052,195
29,30,35,140,0,1,2.468,0,44,-0.5145642712202044,4.382,2.683,153.7245764336,44,-0.5145642712202044,195
30,1,0,75,-38,1,5.817,-38,100,0.4260669031984214,4.382,0.458,26.2414670169917,100,0.4260669031984214,-38
30,2,30,62,0,1,4.801,0,NA,NA,4.383,0.924,52.9413002700881,100,0.4260669031984214,-38
30,3,0,40,-31,1,1.483,-31,100,0.4260669031984214,4.383,0.044,2.52101429857562,100,0.4260669031984214,-69
30,4,0,75,-83,1,1.55,75,NA,NA,4.383,3.563,204.144862405112,100,0.4260669031984214,6
30,5,0,55,-19,1,2.301,-19,NA,NA,4.384,2.558,146.562603994465,100,0.4260669031984214,-13
30,6,-30,0,-81,1,2.767,-81,100,0.4260669031984214,4.384,1.301,74.5418091465201,100,0.4260669031984214,-94
30,7,0,40,-31,1,2.035,-31,NA,NA,4.383,2.809,160.943844652248,100,0.4260669031984214,-125
30,8,30,120,0,1,4.95,0,NA,NA,4.384,0.458,26.2414670169917,100,0.4260669031984214,-125
30,9,-35,0,-60,0,3.001,-35,100,0.4260669031984214,NA,NA,NA,100,0.4260669031984214,-160
30,10,35,79,0,1,1.967,0,NA,NA,4.383,2.72,155.844520275584,100,0.4260669031984214,-160
30,11,-35,0,-62,1,3.201,-62,100,0.4260669031984214,4.382,2.092,119.862770741368,100,0.4260669031984214,-222
30,12,30,96,0,1,1.884,96,NA,NA,4.383,5.485,314.267350629257,100,0.4260669031984214,-126
30,13,-30,0,-81,0,2.917,-30,NA,NA,NA,NA,NA,100,0.4260669031984214,-156
30,14,45,98,0,1,4.301,0,100,0.4260669031984214,4.383,0.458,26.2414670169917,100,0.4260669031984214,-156
30,15,-30,0,-72,1,1.684,-72,NA,NA,4.383,2.846,163.063788494232,100,0.4260669031984214,-228
30,16,-55,0,-94,0,1.967,-55,NA,NA,NA,NA,NA,100,0.4260669031984214,-283
30,17,30,51,0,1,1.95,0,100,0.4260669031984214,4.383,0.71,40.6800034542884,100,0.4260669031984214,-283
30,18,-55,0,-100,1,4.084,0,NA,NA,4.385,5.071,290.54689791084,100,0.4260669031984214,-283
30,19,-45,0,-108,1,4.75,-108,NA,NA,4.383,2.306,132.124067557168,100,0.4260669031984214,-391
30,20,-30,0,-64,1,2.036,-64,94,-2.362734645009413,4.381,2.092,119.862770741368,94,-2.362734645009413,-455
30,21,-45,0,-144,1,2.634,0,NA,NA,4.384,6.113,350.249100163472,94,-2.362734645009413,-455
30,22,0,75,-48,1,2.167,-48,95,-1.897934386974774,4.384,0.458,26.2414670169917,95,-1.897934386974774,-503
30,23,-35,0,-57,1,1.984,0,NA,NA,4.382,4.479,256.627796439096,95,-1.897934386974774,-503
30,24,35,95,0,1,1.767,95,NA,NA,4.384,4.982,285.447573534176,95,-1.897934386974774,-408
30,25,0,55,-49,0,4.449,0,100,0.4260669031984214,NA,NA,NA,100,0.4260669031984214,-408
30,26,55,113,0,1,2.018,0,NA,NA,4.382,1.841,105.481530083585,100,0.4260669031984214,-408
30,27,45,95,0,1,1.534,0,NA,NA,4.383,0.584,33.4607352356401,100,0.4260669031984214,-408
30,28,35,95,0,1,1.901,95,100,0.4260669031984214,4.383,3.851,220.64604690488,100,0.4260669031984214,-313
30,29,0,55,-110,1,1.366,-110,NA,NA,4.383,0.961,55.0612441120721,100,0.4260669031984214,-423
30,30,35,76,0,1,1.217,0,100,0.4260669031984214,4.383,1.715,98.2622618649362,100,0.4260669031984214,-423
31,1,55,124,0,1,11.034,124,77,2.073446112258951,4.383,3.814,218.526103062896,77,2.073446112258951,124
31,2,0,75,-58,1,5.75,75,NA,NA,4.382,4.191,240.126611939328,77,2.073446112258951,199
31,3,-45,0,-102,0,10.518,-45,50,-0.38734707591650736,NA,NA,NA,50,-0.38734707591650736,154
31,4,55,103,0,1,1.633,0,NA,NA,4.383,0.673,38.5600596123044,50,-0.38734707591650736,154
31,5,35,112,0,1,5.569,112,NA,NA,4.381,5.699,326.528647445056,50,-0.38734707591650736,266
31,6,35,84,0,1,4.15,0,67,1.162041227749522,4.382,1.301,74.5418091465201,67,1.162041227749522,266
31,7,-45,0,-87,1,14.8,-87,NA,NA,4.383,1.552,88.9230498043038,67,1.162041227749522,179
31,8,-55,0,-149,0,4.716,-55,NA,NA,NA,NA,NA,67,1.162041227749522,124
31,9,0,75,-83,0,3.451,0,50,-0.38734707591650736,NA,NA,NA,50,-0.38734707591650736,124
31,10,-35,0,-62,1,6.068,0,NA,NA,4.382,4.443,254.565148376625,50,-0.38734707591650736,124
31,11,35,74,0,1,2.069,74,67,1.162041227749522,4.382,3.312,189.763621747329,67,1.162041227749522,198
31,12,45,85,0,1,2.417,0,NA,NA,4.383,1.715,98.2622618649362,67,1.162041227749522,198
31,13,55,103,0,1,3.418,103,NA,NA,4.383,5.825,333.747915663705,67,1.162041227749522,301
31,14,-55,0,-124,1,12.384,0,50,-0.38734707591650736,4.383,5.233,299.82881419196,50,-0.38734707591650736,301
31,15,0,40,-54,0,4.283,0,NA,NA,NA,NA,NA,50,-0.38734707591650736,301
31,16,-30,0,-72,1,4.386,-72,NA,NA,4.381,1.966,112.64350252272,50,-0.38734707591650736,229
31,17,0,40,-36,0,2.483,0,39,-1.3898924488768793,NA,NA,NA,39,-1.3898924488768793,229
31,18,0,55,-11,1,4.467,-11,NA,NA,4.382,2.846,163.063788494232,39,-1.3898924488768793,218
31,19,-35,0,-60,1,5.883,-60,NA,NA,4.383,0.71,40.6800034542884,39,-1.3898924488768793,158
31,20,35,76,0,0,2.134,35,50,-0.38734707591650736,NA,NA,NA,50,-0.38734707591650736,193
31,21,0,55,-35,0,2.883,0,NA,NA,NA,NA,NA,50,-0.38734707591650736,193
31,22,-35,0,-79,0,9.55,-35,43,-1.0253304950731077,NA,NA,NA,43,-1.0253304950731077,158
31,23,55,124,0,1,1.818,0,NA,NA,4.382,2.092,119.862770741368,43,-1.0253304950731077,158
31,24,0,75,-26,1,6.483,75,NA,NA,4.383,3.223,184.664297370664,43,-1.0253304950731077,233
31,25,0,75,-15,1,3.334,75,58,0.3417768316910359,4.382,3.725,213.426778686232,58,0.3417768316910359,308
31,26,-30,0,-120,0,6.735,-30,NA,NA,NA,NA,NA,58,0.3417768316910359,278
31,27,35,68,0,0,5.932,35,NA,NA,NA,NA,NA,58,0.3417768316910359,313
31,28,-30,0,-53,1,6.701,0,50,-0.38734707591650736,4.383,4.354,249.46582399996,50,-0.38734707591650736,313
31,29,35,57,0,0,2.149,35,NA,NA,NA,NA,NA,50,-0.38734707591650736,348
31,30,-30,0,-56,0,6.533,-30,50,-0.38734707591650736,NA,NA,NA,50,-0.38734707591650736,318
32,1,-45,0,-90,1,9.051,-90,0,-3.131224248831668,4.383,2.306,132.124067557168,0,-3.131224248831668,-90
32,2,0,40,-40,1,5.953,40,NA,NA,4.381,4.443,254.565148376625,0,-3.131224248831668,-50
32,3,35,70,0,1,4.167,70,52,0.15814263882988222,4.384,5.825,333.747915663705,52,0.15814263882988222,20
32,4,-30,0,-62,1,4.863,-62,NA,NA,4.383,3.06,175.325085310032,52,0.15814263882988222,-42
32,5,0,75,-101,1,4.768,-101,NA,NA,4.382,1.175,67.3225409278717,52,0.15814263882988222,-143
32,6,55,90,0,0,3.051,55,50,0.031628527765976445,NA,NA,NA,50,0.031628527765976445,-88
32,7,35,68,0,1,4.499,68,NA,NA,4.383,3.312,189.763621747329,50,0.031628527765976445,-20
32,8,0,75,-83,1,4.621,75,NA,NA,4.379,4.568,261.72712081576,50,0.031628527765976445,55
32,9,-55,0,-124,0,9.185,-55,50,0.031628527765976445,NA,NA,NA,50,0.031628527765976445,0
32,10,35,84,0,0,5.784,35,NA,NA,NA,NA,NA,50,0.031628527765976445,35
32,11,0,75,-38,1,6.9,75,53,0.22139969436183513,4.383,5.197,297.766166129489,53,0.22139969436183513,110
32,12,35,84,0,0,5.151,35,NA,NA,NA,NA,NA,53,0.22139969436183513,145
32,13,0,40,-54,1,3.884,40,NA,NA,4.383,4.191,240.126611939328,53,0.22139969436183513,185
32,14,45,98,0,0,3.249,45,56,0.4111708609576938,NA,NA,NA,56,0.4111708609576938,230
32,15,-45,0,-108,0,7.284,-45,NA,NA,NA,NA,NA,56,0.4111708609576938,185
32,16,55,90,0,0,1.853,55,NA,NA,NA,NA,NA,56,0.4111708609576938,240
32,17,0,75,-15,1,5.267,75,59,0.6009420275535524,4.382,4.191,240.126611939328,59,0.6009420275535524,315
32,18,-35,0,-62,0,5.72,-35,NA,NA,NA,NA,NA,59,0.6009420275535524,280
32,19,-55,0,-149,0,2.596,-55,NA,NA,NA,NA,NA,59,0.6009420275535524,225
32,20,-45,0,-180,0,3.086,-45,56,0.4111708609576938,NA,NA,NA,56,0.4111708609576938,180
32,21,0,75,-75,0,4.665,0,NA,NA,NA,NA,NA,56,0.4111708609576938,180
32,22,-30,0,-58,1,6.834,0,55,0.3479138054257409,4.382,4.443,254.565148376625,55,0.3479138054257409,180
32,23,0,55,-28,1,6.954,55,NA,NA,4.379,3.94,225.745371281544,55,0.3479138054257409,235
32,24,-55,0,-97,0,3.38,-55,NA,NA,NA,NA,NA,55,0.3479138054257409,180
32,25,55,220,0,0,16.584,55,56,0.4111708609576938,NA,NA,NA,56,0.4111708609576938,235
32,26,55,100,0,0,2.4,55,NA,NA,NA,NA,NA,56,0.4111708609576938,290
32,27,-35,0,-112,0,2.434,-35,NA,NA,NA,NA,NA,56,0.4111708609576938,255
32,28,-35,0,-57,0,2.085,-35,53,0.22139969436183513,NA,NA,NA,53,0.22139969436183513,220
32,29,55,124,0,0,2.335,55,NA,NA,NA,NA,NA,53,0.22139969436183513,275
32,30,45,108,0,0,2.683,45,54,0.28465674989378803,NA,NA,NA,54,0.28465674989378803,320
33,1,55,120,0,0,8.566,55,71,-0.6739525720941966,NA,NA,NA,71,-0.6739525720941966,55
33,2,55,103,0,0,5.233,55,NA,NA,NA,NA,NA,71,-0.6739525720941966,110
33,3,0,75,-150,1,7.02,-150,54,-1.7076843368101076,4.38,1.427,81.7610773651685,54,-1.7076843368101076,-40
33,4,30,68,0,0,7.45,30,NA,NA,NA,NA,NA,54,-1.7076843368101076,-10
33,5,0,40,-44,1,2.932,40,NA,NA,4.383,6.202,355.348424540137,54,-1.7076843368101076,30
33,6,35,62,0,0,4.15,35,71,-0.6739525720941966,NA,NA,NA,71,-0.6739525720941966,65
33,7,55,124,0,1,7.302,124,NA,NA,4.382,3.186,182.54435352868,71,-0.6739525720941966,189
33,8,35,62,0,0,1.951,35,NA,NA,NA,NA,NA,71,-0.6739525720941966,224
33,9,0,40,-14,1,2.999,40,100,1.0894722030094164,4.384,5.825,333.747915663705,100,1.0894722030094164,264
33,10,-55,0,-90,1,7.1,0,NA,NA,4.383,3.689,211.364130623761,100,1.0894722030094164,264
33,11,0,75,-26,1,16.719,75,100,1.0894722030094164,4.381,4.191,240.126611939328,100,1.0894722030094164,339
33,12,-55,0,-107,0,8.401,-55,NA,NA,NA,NA,NA,100,1.0894722030094164,284
33,13,55,113,0,0,3.95,55,NA,NA,NA,NA,NA,100,1.0894722030094164,339
33,14,-30,0,-62,1,7.368,0,100,1.0894722030094164,4.382,4.82,276.165657253057,100,1.0894722030094164,339
33,15,-35,0,-72,0,6.433,-35,NA,NA,NA,NA,NA,100,1.0894722030094164,304
33,16,-55,0,-132,1,5.934,0,NA,NA,4.383,5.071,290.54689791084,100,1.0894722030094164,304
33,17,0,75,-150,0,22.364,0,100,1.0894722030094164,NA,NA,NA,100,1.0894722030094164,304
33,18,30,56,0,0,3.617,30,NA,NA,NA,NA,NA,100,1.0894722030094164,334
33,19,-30,0,-55,1,3.435,-55,NA,NA,4.384,0.17,9.740282517224,100,1.0894722030094164,279
33,20,-45,0,-95,1,11.518,-95,69,-0.7955680738254802,4.384,1.804,103.361586241601,69,-0.7955680738254802,184
33,21,0,75,-26,1,5.601,75,NA,NA,4.383,3.186,182.54435352868,69,-0.7955680738254802,259
33,22,-35,0,-95,1,9.352,0,77,-0.30910606690034564,4.382,4.945,283.327629692192,77,-0.30910606690034564,259
33,23,-45,0,-144,0,6.201,-45,NA,NA,NA,NA,NA,77,-0.30910606690034564,214
33,24,-45,0,-122,0,6.285,-45,NA,NA,NA,NA,NA,77,-0.30910606690034564,169
33,25,45,122,0,1,9.2,0,65,-1.0387990772880475,4.383,0.421,24.1215231750077,65,-1.0387990772880475,169
33,26,45,108,0,1,5.401,0,NA,NA,4.383,2.181,124.962095118033,65,-1.0387990772880475,169
33,27,0,75,-48,1,4.201,75,NA,NA,4.382,3.186,182.54435352868,65,-1.0387990772880475,244
33,28,0,75,-83,1,13.916,75,83,0.05574043829350529,4.383,3.563,204.144862405112,83,0.05574043829350529,319
33,29,55,149,0,1,5.801,149,NA,NA,4.382,3.312,189.763621747329,83,0.05574043829350529,468
33,30,-35,0,-64,0,3.933,-35,95,0.7854334486812072,NA,NA,NA,95,0.7854334486812072,433
34,1,-30,0,-62,0,22.466,-30,70,1.2426784682217082,NA,NA,NA,70,1.2426784682217082,-30
34,2,35,70,0,0,9.768,35,NA,NA,NA,NA,NA,70,1.2426784682217082,5
34,3,0,40,-44,0,24.367,0,64,0.8847870693738563,NA,NA,NA,64,0.8847870693738563,5
34,4,45,144,0,0,2.501,45,NA,NA,NA,NA,NA,64,0.8847870693738563,50
34,5,-35,0,-79,1,14.169,0,NA,NA,4.384,6.113,350.249100163472,64,0.8847870693738563,50
34,6,35,112,0,1,5.689,0,64,0.8847870693738563,4.378,1.589,91.0429936462878,64,0.8847870693738563,50
34,7,55,94,0,1,8.984,0,NA,NA,4.383,2.218,127.082038960017,64,0.8847870693738563,50
34,8,0,55,-110,1,3.698,55,NA,NA,4.384,3.851,220.64604690488,64,0.8847870693738563,105
34,9,-45,0,-144,1,6.502,-144,37,-0.7257242254414774,4.383,2.469,141.4632796178,37,-0.7257242254414774,-39
34,10,0,75,-150,0,6.2,0,NA,NA,NA,NA,NA,37,-0.7257242254414774,-39
34,11,0,40,-44,1,3.606,40,58,0.5268956705260044,4.377,5.61,321.429323068392,58,0.5268956705260044,1
34,12,45,90,0,0,6.181,45,NA,NA,NA,NA,NA,58,0.5268956705260044,46
34,13,0,75,-38,0,4.552,0,NA,NA,NA,NA,NA,58,0.5268956705260044,46
34,14,-35,0,-68,1,4.201,0,67,1.0637327687977822,4.383,5.233,299.82881419196,67,1.0637327687977822,46
34,15,35,72,0,1,5.335,0,NA,NA,4.382,2.092,119.862770741368,67,1.0637327687977822,46
34,16,0,75,-150,0,2.423,0,NA,NA,NA,NA,NA,67,1.0637327687977822,46
34,17,35,64,0,1,3.372,0,41,-0.48712995954290944,4.378,2.595,148.682547836449,41,-0.48712995954290944,46
34,18,-45,0,-77,0,6.839,-45,NA,NA,NA,NA,NA,41,-0.48712995954290944,1
34,19,-45,0,-180,0,2.65,-45,NA,NA,NA,NA,NA,41,-0.48712995954290944,-44
34,20,-55,0,-132,0,1.921,-55,30,-1.1432641907639713,NA,NA,NA,30,-1.1432641907639713,-99
34,21,-30,0,-53,1,2.386,0,NA,NA,4.38,5.987,343.029831944824,30,-1.1432641907639713,-99
34,22,0,75,-150,0,2.472,0,38,-0.6660756589668354,NA,NA,NA,38,-0.6660756589668354,-99
34,23,35,64,0,1,2.915,64,NA,NA,4.382,5.359,307.048082410608,38,-0.6660756589668354,-35
34,24,-30,0,-49,1,2.933,-49,NA,NA,4.382,1.715,98.2622618649362,38,-0.6660756589668354,-84
34,25,0,55,-55,1,3.051,-55,33,-0.9643184913400453,4.383,1.589,91.0429936462878,33,-0.9643184913400453,-139
34,26,-35,0,-79,1,2.832,0,NA,NA,4.383,6.202,355.348424540137,33,-0.9643184913400453,-139
34,27,30,72,0,1,2.186,72,NA,NA,4.383,5.61,321.429323068392,33,-0.9643184913400453,-67
34,28,-55,0,-103,1,5.686,-103,24,-1.5011555896118232,4.382,0.71,40.6800034542884,24,-1.5011555896118232,-170
34,29,35,74,0,0,2.82,35,NA,NA,NA,NA,NA,24,-1.5011555896118232,-135
34,30,45,82,0,0,1.751,45,64,0.8847870693738563,NA,NA,NA,64,0.8847870693738563,-90
35,1,45,95,0,0,9.316,45,70,0.44622248871271675,NA,NA,NA,70,0.44622248871271675,45
35,2,45,180,0,1,7.351,0,NA,NA,4.382,2.972,170.283056712881,70,0.44622248871271675,45
35,3,0,40,-8,1,3.384,-8,64,0.059137920190841846,4.382,1.087,62.2805123307205,64,0.059137920190841846,37
35,4,-45,0,-144,0,2.734,-45,NA,NA,NA,NA,NA,64,0.059137920190841846,-8
35,5,35,66,0,1,3.5,0,NA,NA,4.382,0.081,4.64095814055967,64,0.059137920190841846,-8
35,6,35,64,0,1,2.65,64,74,0.7042788677273,4.383,3.348,191.8262698098,74,0.7042788677273,56
35,7,0,55,-55,1,3.785,-55,NA,NA,4.382,1.212,69.4424847698558,74,0.7042788677273,1
35,8,35,66,0,1,3.05,66,NA,NA,4.383,6.113,350.249100163472,74,0.7042788677273,67
35,9,0,40,-26,0,3.566,0,67,0.2526802044517793,NA,NA,NA,67,0.2526802044517793,67
35,10,45,108,0,1,1.433,0,NA,NA,4.383,1.338,76.6617529885041,67,0.2526802044517793,67
35,11,-35,0,-76,1,4.167,0,75,0.7687929624809458,4.383,3.6,206.264806247096,75,0.7687929624809458,67
35,12,0,75,-26,1,2.134,75,NA,NA,4.383,4.982,285.447573534176,75,0.7687929624809458,142
35,13,0,55,-74,1,3.651,-74,NA,NA,4.383,2.72,155.844520275584,75,0.7687929624809458,68
35,14,-45,0,-93,0,3.95,-45,38,-1.6182285434039494,NA,NA,NA,38,-1.6182285434039494,23
35,15,-30,0,-60,1,1.684,0,NA,NA,4.384,5.485,314.267350629257,38,-1.6182285434039494,23
35,16,-35,0,-57,1,1.852,0,NA,NA,4.382,4.228,242.246555781312,38,-1.6182285434039494,23
35,17,0,55,-110,1,1.518,-110,25,-2.4569117752013447,4.383,2.595,148.682547836449,25,-2.4569117752013447,-87
35,18,35,140,0,1,1.317,140,NA,NA,4.383,4.479,256.627796439096,25,-2.4569117752013447,53
35,19,-30,0,-49,1,3.7,0,NA,NA,4.384,3.348,191.8262698098,25,-2.4569117752013447,53
35,20,0,40,-54,0,4,0,74,0.7042788677273,NA,NA,NA,74,0.7042788677273,53
35,21,30,96,0,1,1.234,96,NA,NA,4.383,4.605,263.847064657744,74,0.7042788677273,149
35,22,-35,0,-95,0,2.401,-35,72,0.5752506782200083,NA,NA,NA,72,0.5752506782200083,114
35,23,-35,0,-64,1,2.685,-64,NA,NA,4.382,2.595,148.682547836449,72,0.5752506782200083,50
35,24,-45,0,-74,1,2.534,-74,NA,NA,4.384,2.092,119.862770741368,72,0.5752506782200083,-24
35,25,45,108,0,1,1.251,108,69,0.3817083939590709,4.383,6.239,357.468368382121,69,0.3817083939590709,84
35,26,45,79,0,1,1.35,79,NA,NA,4.383,4.102,235.027287562664,69,0.3817083939590709,163
35,27,-30,0,-120,0,4.683,-30,NA,NA,NA,NA,NA,69,0.3817083939590709,133
35,28,0,55,-110,0,3.067,0,65,0.12365201494448766,NA,NA,NA,65,0.12365201494448766,133
35,29,30,55,0,1,1.568,0,NA,NA,4.382,0.333,19.0794945778564,65,0.12365201494448766,133
35,30,-30,0,-62,1,3.301,0,64,0.059137920190841846,4.383,4.982,285.447573534176,64,0.059137920190841846,133
36,1,-35,0,-66,1,6.004,0,100,1.404517127468882,4.379,4.731,271.066332876392,100,1.404517127468882,0
36,2,45,108,0,1,4.051,108,NA,NA,4.383,5.108,292.666841752824,100,1.404517127468882,108
36,3,30,65,0,1,2.652,0,100,1.404517127468882,4.387,2.846,163.063788494232,100,1.404517127468882,108
36,4,-35,0,-72,1,10.969,0,NA,NA,4.383,4.982,285.447573534176,100,1.404517127468882,108
36,5,-55,0,-103,1,6.801,-103,NA,NA,4.383,1.715,98.2622618649362,100,1.404517127468882,5
36,6,0,75,-58,0,4.129,0,86,0.7932246989332028,NA,NA,NA,86,0.7932246989332028,5
36,7,35,79,0,1,3.531,0,NA,NA,4.383,1.589,91.0429936462878,86,0.7932246989332028,5
36,8,35,68,0,1,8.383,68,NA,NA,4.387,6.113,350.249100163472,86,0.7932246989332028,73
36,9,45,79,0,1,4.949,79,100,1.404517127468882,4.383,4.479,256.627796439096,100,1.404517127468882,152
36,10,-35,0,-72,0,22.918,-35,NA,NA,NA,NA,NA,100,1.404517127468882,117
36,11,-55,0,-90,1,5.07,-90,50,-0.7786701173014005,4.379,2.218,127.082038960017,50,-0.7786701173014005,27
36,12,0,55,-28,1,3.969,-28,NA,NA,4.383,2.218,127.082038960017,50,-0.7786701173014005,-1
36,13,0,40,-8,1,2.617,-8,NA,NA,4.383,0.961,55.0612441120721,50,-0.7786701173014005,-9
36,14,0,55,-19,1,2.848,55,72,0.18193227039752374,4.383,6.113,350.249100163472,72,0.18193227039752374,46
36,15,-30,0,-53,1,3.262,-53,NA,NA,4.387,1.464,83.8810212071525,72,0.18193227039752374,-7
36,16,0,75,-58,1,3.984,-58,NA,NA,4.383,2.972,170.283056712881,72,0.18193227039752374,-65
36,17,0,40,-80,0,3.168,0,50,-0.7786701173014005,NA,NA,NA,50,-0.7786701173014005,-65
36,18,-55,0,-90,1,2.953,-90,NA,NA,4.383,2.343,134.244011399152,50,-0.7786701173014005,-155
36,19,0,40,-54,0,5.676,0,NA,NA,NA,NA,NA,50,-0.7786701173014005,-155
36,20,-55,0,-107,1,3.199,-107,38,-1.3026350560462683,4.379,1.589,91.0429936462878,38,-1.3026350560462683,-262
36,21,35,57,0,1,4.531,57,NA,NA,4.383,3.725,213.426778686232,38,-1.3026350560462683,-205
36,22,0,55,-61,0,3.551,0,50,-0.7786701173014005,NA,NA,NA,50,-0.7786701173014005,-205
